snapshot_fecha_key,fecha_arribo_gye_key,fecha_salida_autorizada_key,fecha_arribo_key,fecha_cas_key,plan_llegada_grupasa_key,plan_llegada_patio_key,plan_devolucion_vacio_key,contenedor_key,status_key,bodega_key,fecha_snapshot,contenedor_id,pedido,parcial,naviera,puerto,deposito_vacio,fecha_arribo_gye,fecha_salida_autorizada,fecha_arribo,fecha_cas,plan_llegada_grupasa,hora_descarga,plan_slot_grupasa,tipo_asignacion_grupasa,plan_llegada_patio,plan_devolucion_vacio,cumplimiento_grupasa,cumplimiento_galagans,dias_puerto_a_patio,dias_patio_a_bodega,dias_bodega_a_deposito,alerta_cas,cas_vencido
20260327,20260303,20260306,20260309,20260318,20260311,20260309,20260312,231,1,3,2026-03-27,FFAU4938565,5700011308 P2 ARCLAD GE,RE-05572,HALO,TPG,TPG,2026-03-03,2026-03-06,2026-03-09,2026-03-18,2026-03-11,,,directa_hoja,2026-03-09,2026-03-12,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260324,20260312,20260325,239,1,2,2026-03-27,FFAU5721893,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-24,,,directa_hoja,2026-03-12,2026-03-25,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260215,20260219,20260223,20260307,20260306,20260223,20260306,240,1,2,2026-03-27,FFAU5730257,8000214 P2 FSC GG,RE-54128,MSC,NAPORTEC,MEDLOG,2026-02-15,2026-02-19,2026-02-23,2026-03-07,2026-03-06,,,directa_hoja,2026-02-23,2026-03-06,PENDIENTE,CUMPLE,8.0,,,False,False
20260327,20260301,20260305,20260307,20260321,20260310,20260307,20260310,241,1,2,2026-03-27,FFAU5739655,8000218 P1 FSC GE,RE-54910,MSC,NAPORTEC,MEDLOG,2026-03-01,2026-03-05,2026-03-07,2026-03-21,2026-03-10,,,directa_hoja,2026-03-07,2026-03-10,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260306,20260309,20260311,20260327,20260319,20260311,20260320,245,1,2,2026-03-27,FFAU6608388,8000229 P1 FSC GE,RE-06198,MSC,NAPORTEC,MEDLOG,2026-03-06,2026-03-09,2026-03-11,2026-03-27,2026-03-19,,,directa_hoja,2026-03-11,2026-03-20,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260320,20260324,20260325,20260409,,20260325,,248,3,0,2026-03-27,FSCU7112969,8000236 P1 FSC GE,RE-03395,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-24,2026-03-25,2026-04-09,,,,directa_hoja,2026-03-25,,SIN_PLAN,CUMPLE,5.0,,,False,False
20260327,20260215,20260219,20260223,20260307,20260306,20260223,20260306,251,1,2,2026-03-27,FSCU8331025,8000214 P2 FSC GG,RE-54128,MSC,NAPORTEC,MEDLOG,2026-02-15,2026-02-19,2026-02-23,2026-03-07,2026-03-06,,,directa_hoja,2026-02-23,2026-03-06,PENDIENTE,CUMPLE,8.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260325,20260312,20260326,257,1,2,2026-03-27,GAOU7278951,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-25,,,directa_hoja,2026-03-12,2026-03-26,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260313,20260310,20260313,258,1,3,2026-03-27,GAOU7436086,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-13,,,directa_hoja,2026-03-10,2026-03-13,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260324,20260312,20260324,260,1,2,2026-03-27,GCXU5553824,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-24,,,directa_hoja,2026-03-12,2026-03-24,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260323,20260312,20260323,262,1,2,2026-03-27,GCXU5752744,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-23,,,directa_hoja,2026-03-12,2026-03-23,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260313,20260307,20260319,264,1,2,2026-03-27,GCXU5981890,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-13,,,directa_hoja,2026-03-07,2026-03-19,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260312,20260316,20260319,20260401,,20260319,,267,3,0,2026-03-27,GESU9452515,8000239 P1 FSC GE,RE-04663,CMA CGM,TPG,BLASTI,2026-03-12,2026-03-16,2026-03-19,2026-04-01,,,,directa_hoja,2026-03-19,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260218,20260223,20260224,20260324,20260307,20260224,20260307,272,1,2,2026-03-27,HAMU1495932,8000198 P5 FSC GE,RE-03838,HALO,TPG,TERCON,2026-02-18,2026-02-23,2026-02-24,2026-03-24,2026-03-07,,,directa_hoja,2026-02-24,2026-03-07,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,274,3,0,2026-03-27,HAMU1540501,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260218,20260223,20260224,20260324,20260307,20260224,20260307,278,1,2,2026-03-27,HAMU1730477,8000198 P5 FSC GE,RE-03838,HALO,TPG,TERCON,2026-02-18,2026-02-23,2026-02-24,2026-03-24,2026-03-07,,,directa_hoja,2026-02-24,2026-03-07,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260313,20260307,20260318,279,1,2,2026-03-27,HAMU1764944,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-13,,,directa_hoja,2026-03-07,2026-03-18,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260218,20260223,20260224,20260324,20260307,20260224,20260307,280,1,2,2026-03-27,HAMU1837655,8000198 P5 FSC GE,RE-03838,HALO,TPG,TERCON,2026-02-18,2026-02-23,2026-02-24,2026-03-24,2026-03-07,,,directa_hoja,2026-02-24,2026-03-07,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,284,3,0,2026-03-27,HAMU2193876,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,285,3,0,2026-03-27,HAMU2198970,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,288,3,0,2026-03-27,HAMU2447008,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,290,3,0,2026-03-27,HAMU2484932,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,292,3,0,2026-03-27,HAMU2551650,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,293,3,0,2026-03-27,HAMU2559820,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260218,20260223,20260224,20260324,20260307,20260224,20260307,296,1,2,2026-03-27,HAMU3016350,8000198 P5 FSC GE,RE-03838,HALO,TPG,TERCON,2026-02-18,2026-02-23,2026-02-24,2026-03-24,2026-03-07,,,directa_hoja,2026-02-24,2026-03-07,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,297,3,0,2026-03-27,HAMU3097671,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,301,3,0,2026-03-27,HAMU3228513,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,306,3,0,2026-03-27,HAMU3285827,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,307,3,0,2026-03-27,HAMU3414056,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,313,3,0,2026-03-27,HAMU3769689,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,315,3,0,2026-03-27,HAMU3822206,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,316,3,0,2026-03-27,HAMU3843019,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260225,20260226,20260227,20260227,20260303,20260227,20260303,317,1,3,2026-03-27,HAMU3858615,5700011308 P1 ARCLAD GE,RE-05556,HALO,TPG,TPG,2026-02-25,2026-02-26,2026-02-27,2026-02-27,2026-03-03,,,directa_hoja,2026-02-27,2026-03-03,PENDIENTE,CUMPLE,2.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,327,3,0,2026-03-27,HAMU4447096,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260316,20260318,20260323,20260405,,20260323,,331,3,0,2026-03-27,HAMU5122290,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,TPG,TERCON,2026-03-16,2026-03-18,2026-03-23,2026-04-05,,,,directa_hoja,2026-03-23,,SIN_PLAN,CUMPLE,7.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260313,20260307,20260312,332,1,2,2026-03-27,HAMU5149310,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-13,,,directa_hoja,2026-03-07,2026-03-12,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260323,333,1,2,2026-03-27,HASU4861580,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-23,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260312,20260307,20260312,336,1,2,2026-03-27,HLBU2271752,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-12,,,directa_hoja,2026-03-07,2026-03-12,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260312,20260307,20260317,337,1,2,2026-03-27,HLBU2683385,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-12,,,directa_hoja,2026-03-07,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260302,20260305,20260307,20260322,20260312,20260307,20260317,338,1,2,2026-03-27,HLBU3219086,8000271 P1 FSC GE,RE-05719,HALO,TPG,TPG,2026-03-02,2026-03-05,2026-03-07,2026-03-22,2026-03-12,,,directa_hoja,2026-03-07,2026-03-17,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260218,20260223,20260224,20260324,20260307,20260224,20260307,339,1,2,2026-03-27,HLXU8164846,8000198 P5 FSC GE,RE-03838,HALO,TPG,TERCON,2026-02-18,2026-02-23,2026-02-24,2026-03-24,2026-03-07,,,directa_hoja,2026-02-24,2026-03-07,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260218,20260223,20260224,20260324,20260307,20260224,20260307,341,1,2,2026-03-27,HLXU8605453,8000198 P5 FSC GE,RE-03838,HALO,TPG,TERCON,2026-02-18,2026-02-23,2026-02-24,2026-03-24,2026-03-07,,,directa_hoja,2026-02-24,2026-03-07,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260214,20260219,20260221,20260306,20260305,20260221,20260305,342,1,2,2026-03-27,HNSU5026296,8000215 P1 FSC GG,RE-54392,MSC,TPG,MEDLOG,2026-02-14,2026-02-19,2026-02-21,2026-03-06,2026-03-05,,,directa_hoja,2026-02-21,2026-03-05,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260306,20260309,20260314,20260326,20260320,20260314,20260321,353,1,2,2026-03-27,MEDU4505056,8000215 P2 FSC GE,RE-06205,MSC,NAPORTEC,MEDLOG,2026-03-06,2026-03-09,2026-03-14,2026-03-26,2026-03-20,,,directa_hoja,2026-03-14,2026-03-21,PENDIENTE,CUMPLE,8.0,,,False,False
20260327,20260306,20260309,20260314,20260326,20260320,20260314,20260321,356,1,2,2026-03-27,MEDU4618237,8000215 P2 FSC GE,RE-06205,MSC,NAPORTEC,MEDLOG,2026-03-06,2026-03-09,2026-03-14,2026-03-26,2026-03-20,,,directa_hoja,2026-03-14,2026-03-21,PENDIENTE,CUMPLE,8.0,,,False,False
20260327,20260214,20260219,20260221,20260306,20260305,20260221,20260305,358,1,2,2026-03-27,MEDU4779458,8000215 P1 FSC GG,RE-54392,MSC,TPG,MEDLOG,2026-02-14,2026-02-19,2026-02-21,2026-03-06,2026-03-05,,,directa_hoja,2026-02-21,2026-03-05,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260320,20260324,20260325,20260409,,20260325,,363,3,0,2026-03-27,MEDU7075920,8000236 P1 FSC GE,RE-03395,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-24,2026-03-25,2026-04-09,,,,directa_hoja,2026-03-25,,SIN_PLAN,CUMPLE,5.0,,,False,False
20260327,20260306,20260309,20260313,20260326,20260320,20260313,20260321,368,1,2,2026-03-27,MEDU7217520,8000215 P2 FSC GE,RE-06205,MSC,NAPORTEC,MEDLOG,2026-03-06,2026-03-09,2026-03-13,2026-03-26,2026-03-20,,,directa_hoja,2026-03-13,2026-03-21,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260320,20260324,20260325,20260409,,20260325,,370,3,0,2026-03-27,MEDU7419239,8000236 P1 FSC GE,RE-03395,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-24,2026-03-25,2026-04-09,,,,directa_hoja,2026-03-25,,SIN_PLAN,CUMPLE,5.0,,,False,False
20260327,20260306,20260309,20260313,20260326,20260320,20260313,20260320,380,1,2,2026-03-27,MEDU8863470,8000215 P2 FSC GE,RE-06205,MSC,NAPORTEC,MEDLOG,2026-03-06,2026-03-09,2026-03-13,2026-03-26,2026-03-20,,,directa_hoja,2026-03-13,2026-03-20,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260305,20260309,20260310,20260319,20260315,20260310,20260315,382,1,3,2026-03-27,MEDU9369775,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,TPG,MEDLOG,2026-03-05,2026-03-09,2026-03-10,2026-03-19,2026-03-15,,,directa_hoja,2026-03-10,2026-03-15,PENDIENTE,CUMPLE,5.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260325,20260312,20260325,388,1,2,2026-03-27,MRKU2642765,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-25,,,directa_hoja,2026-03-12,2026-03-25,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260326,389,1,2,2026-03-27,MRKU2824918,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-26,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260325,20260312,20260325,391,1,2,2026-03-27,MRKU3677508,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-25,,,directa_hoja,2026-03-12,2026-03-25,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260324,392,1,2,2026-03-27,MRKU4857612,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-24,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260325,20260312,20260325,393,1,2,2026-03-27,MRKU4866260,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-25,,,directa_hoja,2026-03-12,2026-03-25,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260323,394,1,2,2026-03-27,MRKU4884238,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-23,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260324,20260312,20260324,396,1,2,2026-03-27,MRKU5169276,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-24,,,directa_hoja,2026-03-12,2026-03-24,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260323,398,1,2,2026-03-27,MRKU5520570,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-23,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260323,400,1,2,2026-03-27,MRKU5799634,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-23,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260324,401,1,2,2026-03-27,MRKU5838330,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-24,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260323,404,1,2,2026-03-27,MRKU6138562,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-23,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260324,20260311,20260326,406,1,2,2026-03-27,MRKU6337965,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-24,,,directa_hoja,2026-03-11,2026-03-26,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260325,20260312,20260324,407,1,2,2026-03-27,MRKU6379805,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-25,,,directa_hoja,2026-03-12,2026-03-24,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260325,20260312,20260325,410,1,2,2026-03-27,MRKU6492370,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-25,,,directa_hoja,2026-03-12,2026-03-25,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260323,411,1,2,2026-03-27,MRSU3110137,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-23,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260324,20260311,20260325,414,1,2,2026-03-27,MRSU3910700,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-24,,,directa_hoja,2026-03-11,2026-03-25,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260323,417,1,2,2026-03-27,MRSU4145760,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-23,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260325,20260312,20260326,418,1,2,2026-03-27,MRSU4204610,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-25,,,directa_hoja,2026-03-12,2026-03-26,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260324,20260311,20260324,422,1,2,2026-03-27,MRSU4552391,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-24,,,directa_hoja,2026-03-11,2026-03-24,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260324,20260312,20260324,426,1,2,2026-03-27,MRSU4715307,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-24,,,directa_hoja,2026-03-12,2026-03-24,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260326,439,1,2,2026-03-27,MRSU6069090,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-26,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260311,20260328,20260323,20260311,20260326,441,1,2,2026-03-27,MRSU6570460,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-11,2026-03-28,2026-03-23,,,directa_hoja,2026-03-11,2026-03-26,PENDIENTE,CUMPLE,3.0,,,False,False
20260327,20260308,20260309,20260312,20260328,20260324,20260312,20260324,449,1,2,2026-03-27,MRSU7118244,8000261 P1 P2 P3 P4 P5 FSC GG,RE-06142,MAERKS,TPG,OPACIFIC,2026-03-08,2026-03-09,2026-03-12,2026-03-28,2026-03-24,,,directa_hoja,2026-03-12,2026-03-24,PENDIENTE,CUMPLE,4.0,,,False,False
20260327,20260214,20260219,20260221,20260306,20260305,20260221,20260305,458,1,2,2026-03-27,MSBU5084265,8000215 P1 FSC GG,RE-54392,MSC,TPG,MEDLOG,2026-02-14,2026-02-19,2026-02-21,2026-03-06,2026-03-05,,,directa_hoja,2026-02-21,2026-03-05,PENDIENTE,CUMPLE,7.0,,,False,False
20260327,20260306,20260309,20260312,20260327,20260318,20260312,20260318,462,1,2,2026-03-27,MSBU5207420,8000229 P1 FSC GE,RE-06198,MSC,NAPORTEC,MEDLOG,2026-03-06,2026-03-09,2026-03-12,2026-03-27,2026-03-18,,,directa_hoja,2026-03-12,2026-03-18,PENDIENTE,CUMPLE,6.0,,,False,False
20260327,20260320,20260323,20260326,20260409,,20260326,,463,3,0,2026-03-27,MSBU5222810,8000236 P4 FSC GE,RE-04220,MSC,NAPORTEC,MEDLOG,2026-03-20,2026-03-23,2026-03-26,2026-04-09,,,,directa_hoja,2026-03-26,,SIN_PLAN,CUMPLE,6.0,,,False,False
20260327,20260315,20260318,20260321,20260329,,20260321,,464,3,0,2026-03-27,MSBU5255115,5700011284 P1 P3 GE,RE-06848,MSC,TPG,MEDLOG,2026-03-15,2026-03-18,2026-03-21,2026-03-29,,,,directa_hoja,2026-03-21,,SIN_PLAN,CUMPLE,6.0,,,False,False
20260327,20260215,20260219,20260223,20260307,20260306,20260223,20260306,465,1,2,2026-03-27,MSBU5350088,8000214 P2 FSC GG,RE-54128,MSC,NAPORTEC,MEDLOG,2026-02-15,2026-02-19,2026-02-23,2026-03-07,2026-03-06,,,directa_hoja,2026-02-23,2026-03-06,PENDIENTE,CUMPLE,8.0,,,False,False
